date,smart_warning_tier,pre_warning_tier,smart_warning_tier_10d_path,pre_warning_tier_10d_path,warning_level,signal_stage,action,warning_source,warning_sources,switch_reason
2020-07-20,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-07-17,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-07-16,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-07-15,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-07-14,none,none,none->none->none->none->none->none->none->none->none->none,warning->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-07-13,none,none,none->none->none->none->none->none->none->none->none->none,warning->warning->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-07-10,none,none,none->none->none->none->none->none->none->none->none->none,none->warning->warning->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-07-09,none,none,none->none->none->none->none->none->none->none->none->none,warning->none->warning->warning->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-07-08,none,none,none->none->none->none->none->none->none->none->none->none,warning->warning->none->warning->warning->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-07-07,none,none,none->none->none->none->none->none->none->none->none->none,none->warning->warning->none->warning->warning->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-07-06,none,none,none->none->none->none->none->none->none->none->none->none,none->none->warning->warning->none->warning->warning->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-07-02,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->warning->warning->none->warning->warning->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-07-01,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->warning->warning->none->warning->warning->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-06-30,none,warning,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->warning->warning->none->warning->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-06-29,none,warning,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->warning->warning->none->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-06-26,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->warning->warning->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2020-06-25,none,warning,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->warning->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-06-24,none,warning,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-06-23,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-06-22,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-06-19,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-06-18,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-06-17,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|shortterm_early_guard,high_hurst|shortterm_early_guard
2020-06-16,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|shortterm_early_guard,high_hurst|shortterm_early_guard
2020-06-15,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|shortterm_early_guard,high_hurst|shortterm_early_guard
2020-06-12,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|shortterm_early_guard,high_hurst|shortterm_early_guard
2020-06-11,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2020-06-10,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-06-09,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-06-08,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2020-06-05,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-06-04,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-06-03,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-06-02,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-06-01,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-05-29,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-05-28,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-05-27,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2020-05-26,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2020-05-22,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2020-05-21,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2020-05-20,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2020-05-19,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2020-05-18,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2020-05-15,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2020-05-14,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2020-05-13,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2020-05-12,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2020-05-11,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2020-05-08,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2020-05-07,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2020-05-06,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2020-05-05,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2020-05-04,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2020-05-01,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2020-04-30,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
